"","Category","Kappa Train _Mean","Kappa Train _SD","Aucroc Train _Mean","Aucroc Train _SD","Accuracy Train _Mean","Accuracy Train _SD","Kappa Test _Mean","Kappa Test _SD","Aucroc Test _Mean","Aucroc Test _SD","Accuracy Test _Mean","Accuracy Test _SD"
"1","Metabolomics",0.723482824934951,0.155024848026769,0.937407407407407,0.0545543625977433,0.868599033816425,0.0740663456400795,0.78483119668373,0.122136049147513,0.968805704099822,0.00890628751338055,0.9,0.0543313449468332
"2","MSS",0.686025191597041,0.141574655866981,0.92994708994709,0.0543797393765521,0.851690821256039,0.0641623989931367,0.791994044993199,0.0698571807229047,0.968270944741533,0.0130546181475349,0.902380952380952,0.0315612536317335
"3","Concatenated",0.72043744131383,0.157332242342243,0.936331569664903,0.0506456755270393,0.868719806763285,0.0736250971098554,0.786402967541671,0.081016202985909,0.966131907308378,0.0114187387656916,0.9,0.0362208966312222
"4","Averaged Stacked",0.702764312377933,0.167609872468832,0.94310405643739,0.0480250045629022,0.860386473429952,0.0775500977649676,0.808046781026577,0.0583723760989187,0.967557932263815,0.00794891286585249,0.90952380952381,0.0265436911770431
"5","Weighted NNLS",0.719275339414648,0.183841419370855,0.948324514991182,0.0448201852188731,0.871739130434783,0.0789305229630242,0.776288395144327,0.0630554111800266,0.970409982174688,0.00877924081062601,0.895238095238095,0.028528879882785
"6","Lasso Stacked",0.741922773192396,0.167309997070197,0.944021164021164,0.0446442974488411,0.877536231884058,0.0773634663140479,0.828301141396527,0.0819773094705187,0.968449197860963,0.0107047321807638,0.919047619047619,0.0368855556781659
"7","PLS",0.732638380706552,0.158116490733997,0.942574955908289,0.0493171107964793,0.87451690821256,0.0714357286799336,0.81311667501288,0.0652041311755771,0.967201426024955,0.0098742758874869,0.911904761904762,0.029778906708314
