"bins","Freq"
"0",17
"[0,0.1]",5524
"(0.1,0.2]",28
"(0.2,0.3]",10
"(0.3,0.4]",1
"(0.4,0.5]",0
"(0.5,0.6]",1
"(0.6,0.7]",3
"(0.7,0.8]",0
"(0.8,0.9]",2
"(0.9,1]",0
