"bins","Freq"
"0",0
"[0,0.1]",0
"(0.1,0.2]",48
"(0.2,0.3]",158
"(0.3,0.4]",45
"(0.4,0.5]",14
"(0.5,0.6]",6
"(0.6,0.7]",4
"(0.7,0.8]",0
"(0.8,0.9]",1
"(0.9,1]",0
