"bins","Freq"
"0",0
"[0,0.1]",2897
"(0.1,0.2]",2156
"(0.2,0.3]",206
"(0.3,0.4]",27
"(0.4,0.5]",4
"(0.5,0.6]",1
"(0.6,0.7]",2
"(0.7,0.8]",0
"(0.8,0.9]",0
"(0.9,1]",0
