"bins","Freq"
"0",0
"[0,0.1]",5111
"(0.1,0.2]",361
"(0.2,0.3]",72
"(0.3,0.4]",14
"(0.4,0.5]",7
"(0.5,0.6]",3
"(0.6,0.7]",1
"(0.7,0.8]",0
"(0.8,0.9]",0
"(0.9,1]",0
