"bins","Freq"
"0",0
"[0,0.1]",5057
"(0.1,0.2]",169
"(0.2,0.3]",43
"(0.3,0.4]",13
"(0.4,0.5]",6
"(0.5,0.6]",3
"(0.6,0.7]",1
"(0.7,0.8]",1
"(0.8,0.9]",0
"(0.9,1]",0
