"bins","Freq"
"0",0
"[0,0.1]",192
"(0.1,0.2]",1829
"(0.2,0.3]",265
"(0.3,0.4]",38
"(0.4,0.5]",5
"(0.5,0.6]",1
"(0.6,0.7]",2
"(0.7,0.8]",0
"(0.8,0.9]",0
"(0.9,1]",0
