"bins","Freq"
"0",0
"[0,0.1]",2048
"(0.1,0.2]",156
"(0.2,0.3]",34
"(0.3,0.4]",13
"(0.4,0.5]",4
"(0.5,0.6]",3
"(0.6,0.7]",2
"(0.7,0.8]",1
"(0.8,0.9]",0
"(0.9,1]",0
