"bins","Freq"
"0",0
"[0,0.1]",2044
"(0.1,0.2]",151
"(0.2,0.3]",45
"(0.3,0.4]",9
"(0.4,0.5]",4
"(0.5,0.6]",6
"(0.6,0.7]",0
"(0.7,0.8]",1
"(0.8,0.9]",1
"(0.9,1]",0
