"bins","Freq"
"0",0
"[0,0.1]",1686
"(0.1,0.2]",512
"(0.2,0.3]",89
"(0.3,0.4]",31
"(0.4,0.5]",7
"(0.5,0.6]",4
"(0.6,0.7]",3
"(0.7,0.8]",0
"(0.8,0.9]",0
"(0.9,1]",0
