"bins","Freq"
"0",0
"[0,0.1]",3
"(0.1,0.2]",42
"(0.2,0.3]",14
"(0.3,0.4]",3
"(0.4,0.5]",3
"(0.5,0.6]",1
"(0.6,0.7]",0
"(0.7,0.8]",3
"(0.8,0.9]",1
"(0.9,1]",1
