"bins","Freq"
"0",0
"[0,0.1]",2302
"(0.1,0.2]",19
"(0.2,0.3]",5
"(0.3,0.4]",0
"(0.4,0.5]",2
"(0.5,0.6]",0
"(0.6,0.7]",1
"(0.7,0.8]",1
"(0.8,0.9]",2
"(0.9,1]",0
