"bins","Freq"
"0",0
"[0,0.1]",2076
"(0.1,0.2]",126
"(0.2,0.3]",34
"(0.3,0.4]",7
"(0.4,0.5]",7
"(0.5,0.6]",7
"(0.6,0.7]",1
"(0.7,0.8]",2
"(0.8,0.9]",1
"(0.9,1]",0
