"","Category","Kappa Train _Mean","Kappa Train _SD","Aucroc Train _Mean","Aucroc Train _SD","Accuracy Train _Mean","Accuracy Train _SD","Kappa Test _Mean","Kappa Test _SD","Aucroc Test _Mean","Aucroc Test _SD","Accuracy Test _Mean","Accuracy Test _SD"
"1","Metabolomics",0.0802638922107949,0.220857492560209,0.585714285714286,0.0732673479317983,0.542777777777778,0.110850637150238,0.0222222222222222,0.158253251817327,0.543621399176955,0.070166893337595,0.511111111111111,0.0791266259086636
"2","MSS",0.075282124640571,0.209669388031352,0.604017857142857,0.106962672682124,0.533888888888889,0.105783484073108,0.103703703703704,0.185290975073954,0.6,0.0693370716066631,0.551851851851852,0.0926454875369769
"3","Concatenated",0.0169487913072377,0.193517179624688,0.624702380952381,0.0907323285393738,0.504722222222222,0.0965792229017002,0.118518518518519,0.159732286317391,0.602880658436214,0.0779297340751014,0.559259259259259,0.0798661431586957
"4","Averaged Stacked",0.0451417438259544,0.172433454262015,0.604166666666667,0.0742078602120406,0.521944444444444,0.0841694168967609,0.103703703703704,0.165160745101601,0.581893004115226,0.0809380987171833,0.551851851851852,0.0825803725508007
"5","Weighted NNLS",0.0565420560747663,0.150813316476488,0.588988095238095,0.117887295475483,0.535,0.0785028560798804,0,0,0.552674897119342,0.0920284597991077,0.5,0
"6","Lasso Stacked",0.0623142623142623,0.225214207571348,0.585565476190476,0.0951766250391275,0.534444444444444,0.112901253853503,0.0370370370370371,0.149465046474344,0.58641975308642,0.0829814899108269,0.518518518518518,0.0747325232371722
"7","PLS",0.248183416331381,0.170977161796871,0.647916666666667,0.0878571406967258,0.626944444444444,0.0801298961970516,-0.00740740740740739,0.175514696202872,0.578600823045267,0.0513002207152178,0.496296296296296,0.0877573481014359
