"","Category","Kappa Train _Mean","Kappa Train _SD","Aucroc Train _Mean","Aucroc Train _SD","Accuracy Train _Mean","Accuracy Train _SD","Kappa Test _Mean","Kappa Test _SD","Aucroc Test _Mean","Aucroc Test _SD","Accuracy Test _Mean","Accuracy Test _SD"
"1","Metabolomics",0.189882616606755,0.269906404561356,0.62827380952381,0.099181974223506,0.594166666666667,0.136138643150026,-0.0148148148148148,0.156384789010888,0.563786008230453,0.0424259107646531,0.492592592592593,0.0781923945054441
"2","MSS",0.239232181418954,0.33291145735296,0.64203869047619,0.138912927581901,0.619722222222222,0.166506371328912,0.385185185185185,0.144668121482619,0.739506172839506,0.0669404528974122,0.692592592592593,0.0723340607413095
"3","Concatenated",0.168946822929124,0.28264637378079,0.628645833333333,0.135435733734648,0.585555555555556,0.14056704420078,0.37037037037037,0.143443827637312,0.713168724279835,0.101640973149582,0.685185185185185,0.0717219138186559
"4","Averaged Stacked",0.223542181041418,0.248090441088444,0.669047619047619,0.10430075568523,0.611944444444444,0.123772411256951,0.214814814814815,0.159732286317391,0.660493827160494,0.0855015468407479,0.607407407407407,0.0798661431586956
"5","Weighted NNLS",0.111113427856547,0.201653129999341,0.601860119047619,0.152105700439135,0.560833333333333,0.100689586637064,0.133333333333333,0.223014460821378,0.61522633744856,0.15144887573972,0.566666666666667,0.111507230410689
"6","Lasso Stacked",0.274083438685209,0.197479410701489,0.700074404761905,0.103879013967895,0.636944444444444,0.0984486141579943,0.222222222222222,0.233824124804067,0.676131687242798,0.109826660363691,0.611111111111111,0.116912062402034
"7","PLS",0.265632794615095,0.239157734051238,0.685714285714286,0.101399250666434,0.633055555555556,0.119579565506706,0.133333333333333,0.331210169479808,0.642798353909465,0.121004449997382,0.566666666666667,0.165605084739904
