"","Category","Kappa Train _Mean","Kappa Train _SD","Aucroc Train _Mean","Aucroc Train _SD","Accuracy Train _Mean","Accuracy Train _SD","Kappa Test _Mean","Kappa Test _SD","Aucroc Test _Mean","Aucroc Test _SD","Accuracy Test _Mean","Accuracy Test _SD"
"1","Metabolomics",0.424212796233312,0.140522735324907,0.785120679005822,0.058653853399647,0.734575074048758,0.0661471943497182,0.355216040393889,0.0650914989501191,0.7803003003003,0.0363210521974838,0.691542288557214,0.0317451477386315
"2","MSS",0.217569144955111,0.114932704161796,0.683745147358261,0.0528638415082923,0.639599377230956,0.0547025667363033,0.269317278350039,0.105050839714362,0.681861861861862,0.0486615963830366,0.643781094527363,0.0494589852175149
"3","Concatenated",0.453917418336231,0.11073360237453,0.792398643491413,0.0559338574714348,0.750163287005392,0.0488198811586576,0.410209551975188,0.0654200410816022,0.763003003003003,0.0263062769226989,0.714427860696517,0.0313415913172295
"4","Averaged Stacked",0.440795255606499,0.131639919798451,0.792910035016522,0.0630055580292697,0.74329346092504,0.0601067870645828,0.384693165429984,0.0725116161602004,0.773333333333333,0.0274860209938788,0.704477611940299,0.0339414555370216
"5","Weighted NNLS",0.485462845317825,0.142614063895963,0.809256480170221,0.0663639693658979,0.748950406318827,0.0713177142474853,0.430961974277199,0.0781351460669066,0.787807807807808,0.0274882706963406,0.714427860696517,0.0398365157771706
"6","Lasso Stacked",0.468563941445853,0.109440443296853,0.799958196238131,0.0596569408858911,0.756071618440039,0.0511101002641539,0.368741081430328,0.0689242441756838,0.782642642642643,0.0337523949705972,0.698507462686567,0.0334693677959038
"7","PLS",0.473744336928127,0.119864327747792,0.808871674193692,0.0683843535585296,0.754902787271208,0.054495693879705,0.41308706305519,0.0661212723915645,0.77987987987988,0.0324693531210083,0.716417910447761,0.0319117900790954
