"","Category","Kappa Train _Mean","Kappa Train _SD","Aucroc Train _Mean","Aucroc Train _SD","Accuracy Train _Mean","Accuracy Train _SD","Kappa Test _Mean","Kappa Test _SD","Aucroc Test _Mean","Aucroc Test _SD","Accuracy Test _Mean","Accuracy Test _SD"
"1","Metabolomics",0.371072928370693,0.111409432952474,0.801000481000481,0.0510503578596318,0.749429781687846,0.0397950059392321,0.255548171192236,0.061410698596932,0.757333333333333,0.0141417371358507,0.715789473684211,0.0177927211521793
"2","MSS",0.274939244391938,0.122093771221113,0.738840788840789,0.0847737411352821,0.694246904529163,0.0587002496466806,0.223659622112469,0.139960145719538,0.72,0.0449814463488915,0.694736842105263,0.0495328393744379
"3","Concatenated",0.438423762889376,0.12597850422302,0.779153439153439,0.0829221812207396,0.755742913000978,0.0571375744091629,0.22658776424045,0.115870954589897,0.761641025641026,0.0481876673231988,0.696491228070175,0.0443332822558675
"4","Averaged Stacked",0.425956354496424,0.135904052524538,0.801779701779702,0.0721460711458499,0.758225399152819,0.059224916353112,0.185350282351843,0.138087242821419,0.77825641025641,0.0303145898698029,0.696491228070175,0.0454353546806138
"5","Weighted NNLS",0.448755838107897,0.179297916647077,0.825757575757576,0.0629038101226535,0.781083007494298,0.0644981965357867,0.285005333926381,0.109822932767914,0.78174358974359,0.025144496475669,0.731578947368421,0.0317663611643272
"6","Lasso Stacked",0.464520298415982,0.160543020428688,0.826907166907167,0.0616191515031176,0.776979472140762,0.0633798778379245,0.279889836200952,0.108282769704996,0.769846153846154,0.025083461697272,0.72280701754386,0.0327880475357354
"7","PLS",0.504126387286414,0.176683679262569,0.825122655122655,0.0643957955209053,0.792033235581623,0.0710691807440793,0.297150463389939,0.103189261653981,0.769846153846154,0.0226763773474227,0.724561403508772,0.0356779923756249
