"bins","Freq"
"0",0
"[0,0.1]",5608
"(0.1,0.2]",126
"(0.2,0.3]",16
"(0.3,0.4]",6
"(0.4,0.5]",4
"(0.5,0.6]",8
"(0.6,0.7]",2
"(0.7,0.8]",0
"(0.8,0.9]",0
"(0.9,1]",0
