"bins","Freq"
"0",9
"[0,0.1]",193
"(0.1,0.2]",82
"(0.2,0.3]",77
"(0.3,0.4]",74
"(0.4,0.5]",12
"(0.5,0.6]",7
"(0.6,0.7]",3
"(0.7,0.8]",1
"(0.8,0.9]",0
"(0.9,1]",1
