"bins","Freq"
"0",36
"[0,0.1]",6075
"(0.1,0.2]",116
"(0.2,0.3]",14
"(0.3,0.4]",6
"(0.4,0.5]",2
"(0.5,0.6]",4
"(0.6,0.7]",2
"(0.7,0.8]",0
"(0.8,0.9]",0
"(0.9,1]",1
