"bins","Freq"
"0",0
"[0,0.1]",70
"(0.1,0.2]",39
"(0.2,0.3]",15
"(0.3,0.4]",4
"(0.4,0.5]",1
"(0.5,0.6]",3
"(0.6,0.7]",1
"(0.7,0.8]",0
"(0.8,0.9]",0
"(0.9,1]",0
