"bins","Freq"
"0",7
"[0,0.1]",1473
"(0.1,0.2]",390
"(0.2,0.3]",80
"(0.3,0.4]",32
"(0.4,0.5]",12
"(0.5,0.6]",7
"(0.6,0.7]",2
"(0.7,0.8]",0
"(0.8,0.9]",0
"(0.9,1]",0
