"bins","Freq"
"0",0
"[0,0.1]",129
"(0.1,0.2]",441
"(0.2,0.3]",225
"(0.3,0.4]",70
"(0.4,0.5]",15
"(0.5,0.6]",7
"(0.6,0.7]",3
"(0.7,0.8]",0
"(0.8,0.9]",0
"(0.9,1]",0
