"bins","Freq"
"0",7
"[0,0.1]",579
"(0.1,0.2]",1127
"(0.2,0.3]",230
"(0.3,0.4]",37
"(0.4,0.5]",15
"(0.5,0.6]",4
"(0.6,0.7]",4
"(0.7,0.8]",0
"(0.8,0.9]",0
"(0.9,1]",0
