"bins","Freq"
"0",27
"[0,0.1]",5479
"(0.1,0.2]",628
"(0.2,0.3]",88
"(0.3,0.4]",15
"(0.4,0.5]",6
"(0.5,0.6]",3
"(0.6,0.7]",1
"(0.7,0.8]",0
"(0.8,0.9]",0
"(0.9,1]",0
