"bins","Freq"
"0",0
"[0,0.1]",13
"(0.1,0.2]",231
"(0.2,0.3]",179
"(0.3,0.4]",36
"(0.4,0.5]",17
"(0.5,0.6]",4
"(0.6,0.7]",3
"(0.7,0.8]",1
"(0.8,0.9]",1
"(0.9,1]",0
