"bins","Freq"
"0",0
"[0,0.1]",102
"(0.1,0.2]",32
"(0.2,0.3]",12
"(0.3,0.4]",5
"(0.4,0.5]",2
"(0.5,0.6]",0
"(0.6,0.7]",1
"(0.7,0.8]",3
"(0.8,0.9]",0
"(0.9,1]",0
