"bins","Freq"
"0",0
"[0,0.1]",55
"(0.1,0.2]",39
"(0.2,0.3]",24
"(0.3,0.4]",8
"(0.4,0.5]",5
"(0.5,0.6]",5
"(0.6,0.7]",2
"(0.7,0.8]",1
"(0.8,0.9]",0
"(0.9,1]",0
