"bins","Freq"
"0",1
"[0,0.1]",70
"(0.1,0.2]",37
"(0.2,0.3]",42
"(0.3,0.4]",12
"(0.4,0.5]",3
"(0.5,0.6]",5
"(0.6,0.7]",1
"(0.7,0.8]",2
"(0.8,0.9]",0
"(0.9,1]",1
