"bins","Freq"
"0",0
"[0,0.1]",1502
"(0.1,0.2]",268
"(0.2,0.3]",30
"(0.3,0.4]",6
"(0.4,0.5]",5
"(0.5,0.6]",6
"(0.6,0.7]",4
"(0.7,0.8]",1
"(0.8,0.9]",1
"(0.9,1]",0
