"bins","Freq"
"0",2
"[0,0.1]",835
"(0.1,0.2]",101
"(0.2,0.3]",13
"(0.3,0.4]",6
"(0.4,0.5]",1
"(0.5,0.6]",1
"(0.6,0.7]",3
"(0.7,0.8]",4
"(0.8,0.9]",0
"(0.9,1]",1
