"bins","Freq"
"0",0
"[0,0.1]",572
"(0.1,0.2]",1057
"(0.2,0.3]",145
"(0.3,0.4]",33
"(0.4,0.5]",10
"(0.5,0.6]",2
"(0.6,0.7]",2
"(0.7,0.8]",2
"(0.8,0.9]",0
"(0.9,1]",0
