"bins","Freq"
"0",33
"[0,0.1]",4865
"(0.1,0.2]",1228
"(0.2,0.3]",102
"(0.3,0.4]",21
"(0.4,0.5]",4
"(0.5,0.6]",0
"(0.6,0.7]",0
"(0.7,0.8]",0
"(0.8,0.9]",0
"(0.9,1]",0
