"bins","Freq"
"0",0
"[0,0.1]",5157
"(0.1,0.2]",549
"(0.2,0.3]",42
"(0.3,0.4]",10
"(0.4,0.5]",8
"(0.5,0.6]",3
"(0.6,0.7]",1
"(0.7,0.8]",0
"(0.8,0.9]",0
"(0.9,1]",0
