"bins","Freq"
"0",24
"[0,0.1]",165
"(0.1,0.2]",74
"(0.2,0.3]",68
"(0.3,0.4]",62
"(0.4,0.5]",50
"(0.5,0.6]",18
"(0.6,0.7]",7
"(0.7,0.8]",5
"(0.8,0.9]",0
"(0.9,1]",1
