"bins","Freq"
"0",1
"[0,0.1]",50
"(0.1,0.2]",21
"(0.2,0.3]",19
"(0.3,0.4]",19
"(0.4,0.5]",24
"(0.5,0.6]",25
"(0.6,0.7]",8
"(0.7,0.8]",6
"(0.8,0.9]",1
"(0.9,1]",0
