"Feature","Importance_Model_1","Importance_Model_2","Importance_Model_3","Importance_Model_4","Importance_Model_5","Importance_Model_6","Importance_Model_7","Importance_Model_8","Importance_Model_9","Importance_Model_10","Importance_Model_11","Importance_Model_12","Importance_Model_13","Importance_Model_14","Importance_Model_15","Mean_Importance"
"t__d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp001064145",0.307511030342748,0.129667516285796,0.110716291206212,0.12562976100078,0.444398173502884,0.222497418906837,0.141942187459499,0.126721923536979,0.169840257750095,0.224047159988748,0.347880990314604,0.134053570333188,0.0625811606822823,0.147043287121696,0.203817219906519,0.193223196555924
"t__d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium ramosum",0.152169107226167,0.0379311948683676,0.0674482249993117,0.108389015813248,0.359354382355317,0.397479036391724,0.146337601959677,0.11527004481472,0.0492552566962732,0.126236731995538,0.382809628373449,0.348199258530999,0.0873593015456253,0.16957767921214,0.0799673059382398,0.17518558471472
"t__d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium sp012932375",0.0928180053989874,0.0642451751122003,0.052159037017497,0.116065494710573,0.419963428010948,0.28528986155745,0.088938023317309,0.109234358627925,0.0727537166962501,0.17716893653059,0.244408067515414,0.257803232183385,0.0377805333208353,0.0703490499176863,0.0475066429347445,0.142432237523453
"t__d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium sp012932425",0.0972851247062908,0.078496718716044,0.0565896306559931,0.103079215443507,0.48326595161561,0.295963647399217,0.0953932235863823,0.0673791102963543,0.0445853610999751,0.193845298075863,0.457195299991522,0.224176990391384,0.110746449719712,0.14624611861353,0.177803738586941,0.175470125259888
"t__d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium sp018555385",0.0931139536066518,0.063918822924227,0.0498263010302703,0.119981550039599,0.377028147756281,0.174738318617704,0.0694393942899908,0.0621371709710552,0.0640413376397798,0.0930480504378249,0.229526667554117,0.236550130046273,0.0669871043510963,0.115661037594403,0.0795866531513145,0.126372309334039
"t__d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium thermophilum_A",0.183354832279657,0.0429833782688749,0.148918590173432,0.106557799765151,0.46348762134033,0.213146118229801,0.0750175289436951,0.124168923618342,0.0594617649648727,0.0526442857805716,0.238508067712676,0.174976069164839,0.035625556085986,0.174936926101327,0.156201803237086,0.149999284377776
"t__d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Parascardovia",0.104388495297531,0.123695839033792,0.101591608839811,0.19734697809222,0.341912376934445,0.378040165851986,0.0678246283389583,0.0715649633989562,0.0626985145076699,0.0286796619469217,0.367897808421384,0.0963385966036944,0.0674791467371811,0.0439903734373271,0.251361878413716,0.15365406905704
"t__d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Parascardovia;s__Parascardovia denticolens",0.140561739122693,0.0353190912430801,0.145182597921749,0.116469482009971,0.512601601808733,0.225101425064579,0.0584291667849659,0.0878703516455387,0.053778469832709,0.0511443473330636,0.387976527007889,0.258394535244669,0.0466045176082302,0.0942403755960329,0.187780060712261,0.160096952595744
"t__d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium",0.256990473995251,0.130963301642826,0.0723264560303235,0.0818382750628119,0.605927210562016,0.371634227576883,0.065909232459084,0.159682534333046,0.155002432397986,0.0963574693233459,0.476795361584021,0.302138894592914,0.0277938383600111,0.156589018780921,0.2611998993094,0.214743241734056
"t__d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__Propionibacterium acidifaciens",0.101482614405787,0.0629388652629175,0.115614340109222,0.0940325121995805,0.276705266999912,0.297671436204987,0.0596593893333415,0.106665610858897,0.0466105357985934,0.0956219909047708,0.424608212188176,0.080547529642194,0.0190891115726326,0.163399665813627,0.124807520719002,0.137963640134243
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__Lancefieldella sp900555335",0.369904215457549,0.412217823852585,0.245646709100433,0.263126644308793,0.507888962998895,0.33675002080994,0.212037716502416,0.206458559064341,0.260394768036539,0.174002430880805,0.48726252260061,0.126632059089914,0.149879520302965,0.189817868404832,0.389371645925475,0.288759431155739
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens",0.524427529167669,0.140068457107283,0.0750101459029787,0.304045043389028,0.646190282502795,0.357762152773575,0.347368391916271,0.336612849890873,0.111583061826493,0.141192042624296,0.531384996289776,0.251336997382809,0.0271198354650778,0.262410425750336,0.322665090220508,0.291945153480651
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_AA",0.0678703224493998,0.0656226966060373,0.0500601997594013,0.101460406588731,0.582327766774995,0.360010387398679,0.0745399182717618,0.0851043626664201,0.0279256770058835,0.0580742030163936,0.597323842311109,0.084698108102096,0.022322202244234,0.0417932786808212,0.0380255990724152,0.150477264729892
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_E",0.112954441707669,0.0845949676828233,0.133206970573373,0.115743888759461,0.524439874986188,0.13084069886518,0.113082814244536,0.195921556160111,0.0936171135214193,0.0812772635357345,0.363390897812313,0.0688508426062453,0.0476378430970891,0.157589232481689,0.159390277727655,0.158835912250766
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_H",0.0825755550540369,0.0850006810137127,0.0757796027932282,0.0983938483766265,0.334413472597877,0.250251545844615,0.0661205925673662,0.0363370766083335,0.0499671353860996,0.0671170892103058,0.202318101257217,0.159291300022664,0.100156367804018,0.160904103651389,0.083243943745452,0.123458027728863
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_I",0.0614991014208371,0.0666330474196025,0.0917893881717538,0.0608583662775214,0.503599673081038,0.144262511107723,0.106788376013752,0.0736377342558781,0.0980194699313623,0.0919089414386975,0.236239413638565,0.101701480686866,0.114769218963822,0.0838756311572693,0.112357449973013,0.12986265356918
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_L",0.0824033153405409,0.143800449808614,0.111981629178827,0.107994577749106,0.449970242079579,0.409364905767204,0.0360568005520393,0.128499828125317,0.0831854187706058,0.147843961444814,0.273459358054073,0.409007900243272,0.0692881403241828,0.285672980310267,0.221703028716085,0.197348835764302
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_M",0.182007728888532,0.120929983713625,0.130547108046493,0.183431062264504,0.52236768877629,0.176613944245326,0.0967072132483803,0.277223005082309,0.074920138286529,0.188778976924738,0.379218311337822,0.195673815202837,0.0972261152329879,0.271865695736838,0.269570224577434,0.21113873410431
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_N",0.125363453644151,0.0387266171889923,0.132661355580297,0.0465206045990758,0.50002654592794,0.133946361545619,0.033000781050012,0.00852702633449124,0.0234464824230246,0.0490178755047968,0.267770765382733,0.0568097206149404,0.0753600292110386,0.0644107109224643,0.0492705352955732,0.10699059101501
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_O",0.0989114655891484,0.0676085441861494,0.0404136015364949,0.028181078099117,0.313666196613419,0.129776070401589,0.0449088913498407,0.0355973309832581,0.0882961161621628,0.0825761517598469,0.444008922789351,0.0668812267374175,0.0675967414074256,0.0525400605062568,0.0359664421010962,0.106461922681505
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_P",0.19281754704446,0.0534536050283667,0.135002404315599,0.184268630406706,0.284616010968232,0.299740380236251,0.1105070168967,0.114040835169681,0.0589484254888527,0.065549332449479,0.268730955461496,0.206754834222076,0.0273237328933926,0.187121602456298,0.0711380784898373,0.150667559435162
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_R",0.0944907374357177,0.148966206463756,0.0937497363726018,0.17244426957198,0.385786362962492,0.291486240158105,0.0642219459010108,0.126637265953669,0.0814342430704383,0.0210390857608911,0.573228360711831,0.067853350111757,0.0535522221657195,0.0701975473827767,0.142841025223108,0.159195239949724
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_T",0.0388760626042135,0.110334182315506,0.0705948633367917,0.196994009522,0.389787333161326,0.147099810711941,0.0408970408484218,0.160525588396196,0.079513048060258,0.0691135273791962,0.456522692356944,0.0688091097896024,0.0289352408206738,0.0789190615938246,0.0347680175911476,0.13144597256587
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_V",0.206962073179022,0.163865194150139,0.269894071739171,0.147392810189806,0.382934430516098,0.37235519592162,0.168441947222492,0.340073633114844,0.096324312117935,0.0775866909596369,0.392100751261097,0.0891842219071093,0.0962005146177213,0.096978044767028,0.319632068822524,0.214661730699083
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_W",0.157097464848312,0.235988150056691,0.138596231755078,0.233112437235293,0.461684613031663,0.355368928180211,0.159095260072432,0.161558965380743,0.0821607668041118,0.182629066667128,0.618121492727187,0.241829339108592,0.0866950809619228,0.161520421432781,0.150327322555181,0.228385702721155
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_Y",0.0623104331781038,0.0598130047813725,0.0210187510104438,0.121360358665571,0.190820602227394,0.26767674098153,0.0775807433204042,0.0972610203470555,0.0308335114686079,0.0501055165252837,0.498021366269468,0.193040449850273,0.00941024825789041,0.125238807302167,0.0679609956099349,0.124830169986367
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_Z",0.0701053860299204,0.0789732718071838,0.0518897548306113,0.0367870818549634,0.190655668895698,0.168010416297332,0.107041408601041,0.0393056791046348,0.0421644296910589,0.069391177906326,0.33322380157875,0.050489297638379,0.0431653545947864,0.125742989688544,0.0756135270307426,0.0988372830366648
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella bouchesdurhonensis",0.105088471112807,0.0867149161667809,0.176860604125637,0.0977125887845245,0.368088546643469,0.213447631338306,0.0719385639057893,0.0828600002869952,0.0942914840533199,0.108448699696607,0.450388322228651,0.305412513253606,0.122830240807243,0.110325114523586,0.119079010052349,0.167565780465311
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp000434535",0.102394527766317,0.0410498661451463,0.106814870063626,0.212390935426695,0.308084356970884,0.157263548318025,0.0656162702457329,0.101533429420238,0.0630418861217669,0.0920111940908149,0.333176243660552,0.102956728991135,0.0628478783315659,0.0912251141626291,0.123588633554725,0.13093303221799
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp000763055",0.209162594043235,0.0531559476740555,0.0907428359855743,0.122882334778164,0.361914922349023,0.229677841987412,0.114421552006314,0.050221978746724,0.0457838945943378,0.0674747406781761,0.444327536796466,0.113121918027884,0.0844129519154375,0.101781962176967,0.198872465123399,0.152530365125544
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp002232035",0.0467757120378799,0.0414871990045276,0.0574485364381656,0.0676858837789986,0.386066361913133,0.162083803492657,0.0917757970978907,0.0412354740726967,0.0283440097243344,0.0444541266109648,0.247398821291405,0.145846021959066,0.0413213265162667,0.0678749854156924,0.0348704644404387,0.100311234919608
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp002391315",0.173509148947166,0.0389903123356231,0.0913702466518887,0.0946572083008021,0.314205098126205,0.35646635760821,0.0801844480493437,0.0835668237908015,0.0854643204710796,0.024961439511562,0.294029015325764,0.145196874980449,0.0511133342658356,0.267168220666784,0.0648474939657909,0.144382022866487
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003459245",0.238834833968365,0.0200994998613748,0.0575392524372676,0.0561985552853001,0.318922564655407,0.267893185865042,0.0856158554247447,0.0626251722658174,0.0369047275017135,0.122713998629148,0.369913500660237,0.136790190525613,0.0562631526769644,0.142661524768459,0.0986909207670756,0.138111129019502
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003466125",0.083469528679785,0.105152191074505,0.0580022955097215,0.118787314830537,0.416597845528678,0.250406800043234,0.0781270244151196,0.0944862295616244,0.143891816034302,0.0420243450077425,0.5981720742745,0.224049336223869,0.0810047688103612,0.184098582212777,0.148452803171672,0.175114863691895
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003471585",0.159888150601881,0.189920339856191,0.173490446999813,0.165203685834331,0.377126122904892,0.297928662558718,0.127640815134598,0.0939981165000468,0.0545053358667256,0.177182233494447,0.460961619617804,0.115088403472292,0.0971248962657454,0.0486494081709985,0.168250351040222,0.180463905887914
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp014871605",0.1459584545975,0.0484184328566395,0.117330289094198,0.0881219820675351,0.347968940712738,0.242827483473353,0.167028015632763,0.261670943830613,0.0445130684048251,0.0992171417277415,0.299830825265779,0.109077597259907,0.0785854586131061,0.193381807983214,0.0584339873298038,0.153490961923314
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp018380015",0.163005379510011,0.0942391687003302,0.0947479103815614,0.170146251998987,0.5050346844369,0.434867742475808,0.117465288767958,0.0818836490085286,0.0441298154884188,0.126511785222172,0.229788076059646,0.303699472195331,0.129575652159764,0.210649721306031,0.0851178991464904,0.186057499790529
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900540855",0.0886794237485928,0.0561536643730714,0.0430157581241916,0.0744359268906714,0.330988574853574,0.122529620772118,0.0817973340566975,0.0374905999454322,0.0305044622850088,0.0388054973943514,0.359505200149352,0.152439533359923,0.00962366281795596,0.115372631394071,0.0813892679849243,0.108182077209996
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900540895",0.0444985231474915,0.0236084866136811,0.0514141112924833,0.0665308230802696,0.321911322138196,0.16768767730871,0.0545572923407364,0.0661069394647373,0.0371496768639344,0.0461027791616221,0.286079353544886,0.0716919757191926,0.0247860950285198,0.0637212491681385,0.0133776544629677,0.0892815972890378
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900540905",0.0745182542340632,0.0123766640176572,0.0638889384007156,0.0393458370546812,0.401127898643201,0.131349591544249,0.0682418697127392,0.138506994134074,0.0660014180593356,0.0694607326717708,0.256828947813218,0.0816335175401279,0.0756606966270248,0.146905070405834,0.0685357056885189,0.112958809103147
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900541035",0.0498464710697964,0.0176766197622573,0.111565915177827,0.0434343389107608,0.295120302371057,0.189472665581605,0.111876904370943,0.142452595158129,0.0323109267800998,0.0496490975668399,0.46217237426047,0.0222887579072753,0.0534603044900545,0.0793147652139765,0.118465448974693,0.118607165839719
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900541475",0.0890036948132421,0.108358547305359,0.103380640281064,0.113754466968291,0.613470623509808,0.232473659174559,0.102084802562046,0.119529901872919,0.0500434579785728,0.048089294553639,0.301371170006829,0.189336901633174,0.0105537310926702,0.0840781711678675,0.0916276937414119,0.150477117110764
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900541665",0.274428373241918,0.0735173283189423,0.11605172816979,0.0911632954956384,0.385307115274079,0.310731056477997,0.122884267407773,0.100928454974835,0.294451047461635,0.0808607734149057,0.35014846004754,0.255314231925462,0.088708154764747,0.112058559579271,0.0825005842228594,0.182603562051826
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900541695",0.0474386009668082,0.0900819471331076,0.0809007395953351,0.0664360134591177,0.327076306054294,0.346658243828099,0.09062579058405,0.078706433182229,0.064319169460319,0.0284601956335479,0.315371437349465,0.183668445736709,0.0160238765515885,0.196944600226671,0.183336322994992,0.141069874850422
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900541745",0.172592231114311,0.0422973711110438,0.215663280367397,0.172094557125308,0.343751837054611,0.11783757009501,0.104134875381199,0.0879035342736481,0.0842846273383958,0.0977495385764864,0.308535095835466,0.0917012683109501,0.167038425572907,0.162250432599312,0.147639547177429,0.154364946128898
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900541885",0.0994944814100239,0.0986615407799885,0.137490982581807,0.0971530397874243,0.395210914442709,0.355904495650271,0.173475924766002,0.136582114522877,0.0931053896685844,0.130655464665332,0.398961098101126,0.116069535996644,0.0479843890493911,0.348767693005228,0.0528000458975468,0.17882114068833
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900542085",0.0596948133404257,0.0102653507440569,0.0343894395904203,0.0605927529715287,0.473557492430884,0.201987353831079,0.0577164115687424,0.0466558819588537,0.0169561313486183,0.0367630092040636,0.310483753707953,0.0651064913590145,0.050688873144692,0.0601230236598311,0.0461244370745616,0.102073681062315
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900542175",0.0393307039879657,0.0167770152514408,0.0362070097527537,0.0763363774724946,0.291899554034398,0.235573855118263,0.031084081608567,0.0590335842147519,0.0787029320804042,0.0980612575535544,0.275161846132434,0.0946118395627328,0.0527139923707462,0.115841075257442,0.0479537976883152,0.103285928139084
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900542275",0.0930013107273675,0.221772831226693,0.161831853147444,0.0973814466679803,0.364681963123614,0.411471854496274,0.0493768981436341,0.123576707679883,0.0942869249805538,0.0993979399074368,0.279245804104027,0.148869681602449,0.0822940750248018,0.0655374603316627,0.149466606658218,0.162812890521469
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900542825",0.115456033555392,0.0866063993577221,0.0468442208403564,0.21774369950067,0.479021609386096,0.266894960586836,0.0777724651158307,0.105114261857748,0.112117256547643,0.0469813436174948,0.323959736719155,0.230275121095255,0.0701600220930326,0.0259961318668542,0.0882569459323579,0.152880013871496
