"Feature","Importance_Model_1","Importance_Model_2","Importance_Model_3","Importance_Model_4","Importance_Model_5","Importance_Model_6","Importance_Model_7","Importance_Model_8","Importance_Model_9","Importance_Model_10","Importance_Model_11","Importance_Model_12","Importance_Model_13","Importance_Model_14","Importance_Model_15","Mean_Importance"
"t__d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp001064145",0.307511030342748,0.129667516285796,0.110716291206212,0.12562976100078,0.444398173502884,0.222497418906837,0.141942187459499,0.126721923536979,0.169840257750095,0.224047159988748,0.347880990314604,0.134053570333188,0.0625811606822823,0.147043287121696,0.203817219906519,0.193223196555924
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900756725",0.127945676729391,0.0676426699617007,0.12497995902711,0.0374275580704595,0.379234926586805,0.256102856422127,0.0656472509109303,0.0426664284183045,0.0536806826617473,0.0329960235538655,0.30820883599511,0.078290617735249,0.0123766852631631,0.070769700353941,0.073369378179721,0.115422616657975
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900756765",0.117751126185693,0.0428136383941424,0.115842880505388,0.0453022330443866,0.415463536432444,0.252576038903274,0.0676717718769457,0.0462168877312951,0.18737469850755,0.08396537027889,0.359539480402358,0.103976369654095,0.0452944768834232,0.0908251481447473,0.222511307677213,0.146474997641456
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900757205",0.10869098641122,0.104162114447408,0.132247220698835,0.261331609841505,0.598388837603321,0.286535847631299,0.112268045647815,0.166380731547793,0.094066323908058,0.0900094977341922,0.43219221501601,0.0757875519083084,0.054865117447282,0.0680931319953087,0.0878419564441523,0.1781907458855
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900757265",0.0929694385792111,0.0579665186706951,0.124414003878146,0.160526681802235,0.432671594071025,0.388707271116429,0.129178358801825,0.0929004450987137,0.123046230187873,0.118874968862486,0.4368318188214,0.276211582470649,0.0743673100748669,0.237684400211779,0.342856319501335,0.205947129476578
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900757505",0.0831392013301607,0.0239657038137496,0.0826616470738778,0.145723306693829,0.4270269385918,0.215014236493365,0.0911930720165447,0.0343153685986148,0.0668629158056276,0.0244550327765333,0.337943266864761,0.0684639044569404,0.0405152368553529,0.0364056674797651,0.0487777658562603,0.115097550980479
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900757595",0.0943170380982873,0.0716836450087377,0.0665200604712726,0.0855142706283812,0.386898066714694,0.217917245574887,0.125798500540848,0.094542933646908,0.0476479801631083,0.0752071710805835,0.310817028873798,0.0345702445334838,0.0450516119351273,0.10902346554783,0.0695450077309415,0.122336951369926
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900760245",0.080965455369452,0.0767901445356699,0.12543285583236,0.186078017777834,0.508188638688995,0.413750834164925,0.234912283210945,0.133430411519584,0.21208259292241,0.0715244950150249,0.420336756579771,0.232101912943233,0.146658154001339,0.215918629576971,0.187477243585783,0.216376561714953
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900761155",0.0518612488802213,0.0458185167176398,0.0734642888645509,0.119600733742993,0.306203009594814,0.170644652714834,0.0350566081022359,0.127556466914043,0.0195520129911582,0.0713626876165629,0.492944611046563,0.0345037023677895,0.0547558859465283,0.112806600183765,0.0789765138143855,0.119673835966539
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900761945",0.0554167615428584,0.0560856449668531,0.0854093502422873,0.0458731370547582,0.539343189512202,0.117076957404307,0.0945331155866347,0.143151513609956,0.0612396736717434,0.073879216833074,0.188427947292301,0.0933500360728662,0.0186543734453908,0.069894203816138,0.044216689632101,0.112436787378898
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900761995",0.14080690578413,0.0766588426513006,0.167271606626218,0.136615501839136,0.342163594588582,0.193639328181713,0.0810895791158809,0.20730991264207,0.0679254280298297,0.0756580889761317,0.530695624433635,0.137823723095664,0.0451855229765753,0.0774102613127038,0.199297153602465,0.165303404923736
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900762345",0.0618199517276997,0.0652036747849938,0.0949795408254037,0.154697285461821,0.329498829634577,0.281790718933375,0.0265228107078712,0.024237279119321,0.0270379267659104,0.0668784900893631,0.451529443395118,0.0896309625540986,0.184051731395825,0.0937238177877444,0.0734440404009574,0.135003100238939
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900767675",0.0990607563620102,0.104817348216881,0.13954461736312,0.0947189064868163,0.163485617607543,0.263399604452752,0.0476067730091589,0.0547832518289925,0.0746494614749131,0.0382963920022708,0.364141698193973,0.116624232545164,0.0597682671808346,0.162945542067633,0.159394919334736,0.129549159208453
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900768265",0.194168913046276,0.0424489652536632,0.0361139837809193,0.114148702143486,0.334729806717586,0.235760166914611,0.139299641302201,0.124140661395672,0.07574237685145,0.131715809648904,0.458102459205149,0.0914753909710228,0.0392008830826518,0.157626093830459,0.099825718176152,0.151633304821347
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900768435",0.122848782706732,0.199861820042506,0.201073067059612,0.12394624289418,0.543891736730188,0.190378190245667,0.107793886410258,0.229278891438487,0.261275639596804,0.128945085122883,0.283830761762968,0.198608630623155,0.115154794476947,0.243621740573805,0.233819990067308,0.212288617316767
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902363875",0.103476192011096,0.0711150677074788,0.122484054262653,0.0456509073539901,0.210164883140909,0.26851407653185,0.0354440764608289,0.0929840046000118,0.022024347413019,0.00382978774669962,0.405483420829351,0.0433399941478217,0.0406237856299542,0.159745319288067,0.220607375866669,0.12303248619936
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902364645",0.0974660311868779,0,0.077579365138001,0.205195350433842,0.466478876444288,0.28053432101232,0.081410907492914,0.102644593626353,0.0758674382933394,0.0498621458651654,0.43427591643626,0.121981185936128,0.0557714406798752,0.0756482274745766,0.017426155155708,0.142809463678377
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902835305",0.0418571909065094,0.0452667071152291,0.0221061667589075,0.0570999869866215,0.345335875026947,0.235996733385427,0.0467891852309886,0.0730064456754506,0.0304171004168706,0.0373490702280685,0.390893815552659,0.0647386913258728,0.0446755366132406,0.0495868252831064,0.0532942052614287,0.102560902384489
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp905197585",0.11117315808653,0.164392233099774,0.0959332731918513,0.122255270363199,0.284596137868214,0.139247444834969,0.111881298602327,0.121130531053172,0.134669577498096,0.110322668384514,0.522268768132229,0.188198542284398,0.0979360387723607,0.270511655957748,0.11328694465086,0.17252023618535
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp905208345",0.125719121135933,0.0765534284781483,0.0904661317518552,0.139043491553938,0.38299094769117,0.148343811792897,0.0865923828942776,0.0384682579391219,0.0481156656028484,0.0897502380440545,0.412862869058481,0.139004923268528,0.0495210871565621,0.068669162494458,0.153258194086173,0.13662398086323
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp905209455",0.153450932530884,0.0375395600496019,0.0268081732302106,0.0673369382642886,0.366240442780457,0.229886447752913,0.0812213011586739,0.122915402879547,0.0317378602490557,0.0321202590528516,0.30993798496036,0.112012137430249,0.028791306897364,0.150960930967279,0.070790162802077,0.121449989400387
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp905209765",0.143276510356959,0.0207927955496641,0.0510815914861287,0.108357186659605,0.408227278779447,0.197330015395111,0.0784219051344112,0.0585228260504947,0.0436879288384733,0.0276129089647665,0.268583400516653,0.0802285372763956,0.0644588193679244,0.0817910959349234,0.0278064103480258,0.110678614043932
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp905214425",0.14218242332362,0.0697063055759471,0.172942186110449,0.269508840556306,0.313877866142418,0.282693821327495,0.201653829847239,0.158495829328621,0.0724938203536444,0.12713658456616,0.391134023726937,0.251690779932529,0.0644163898428768,0.233207219957732,0.0807787792611277,0.188794579990207
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp905214435",0.120174913732957,0.0426415052526728,0.0751384989755245,0.0928789197508282,0.727024589023376,0.34718937744447,0.117052780742295,0.105305610520542,0.0389934212420841,0.0395286545603627,0.510549635133059,0.133691084959022,0.0475927311274611,0.0366224565579697,0.264334326915129,0.179914567062517
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp905214895",0.212145749448028,0.116500693370913,0.116948330773964,0.036377270363878,0.501368750633369,0.383787276852241,0.0851372076181419,0.244896922967067,0.19772046875941,0.0653149146522888,0.30539997723394,0.1468937241453,0.122238181700821,0.148057465828338,0.158756758013532,0.189436246157415
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp905215065",0.0523800582229603,0.0349213176972876,0.0726864846164175,0.0415199414614353,0.326553804350902,0.235677948663497,0.0819569180707986,0.130920790582408,0.0257194749793391,0.0192051989701617,0.406465522510942,0.0245241699906442,0.0113311698471947,0.0462240795910059,0.0485065145321728,0.103906226272478
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp905215195",0.162052057893874,0.0422614359265775,0.110016833605085,0.111769874474597,0.634150365187819,0.245423335969898,0.140710387262556,0.115893452119034,0.141497082136363,0.139072279089489,0.510218117598992,0.140676892471563,0.111794640359797,0.0973941381536749,0.218384281749662,0.194754344933265
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp905215385",0.103958569279408,0.102714106932558,0.0564996623120847,0.189054802285884,0.527000413015537,0.219616429288558,0.0906100407267294,0.100375914891964,0.125623331318233,0.0580454948236176,0.361442044030234,0.0735696862408916,0.0673002757363417,0.0967176206539463,0.0917018640235628,0.15094868370397
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp905215765",0.205553032097979,0.120149408197826,0.131673826598748,0.222706473295071,0.267308161221285,0.512780829500391,0.191034940417036,0.0886644632098323,0.134026407301872,0.109455034655728,0.536196519584834,0.295085480444205,0.119227947029014,0.271361785677158,0.170610075630087,0.225055625657404
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp905216075",0.0418336381492482,0.0554055729443662,0.133329292700914,0.132141360149059,0.507712226167906,0.195484497401535,0.156041129537305,0.0734489038882784,0.0331256672190038,0.0464291928398821,0.375984664460381,0.140876399387614,0.0412090180515735,0.16566707983371,0.128267326754811,0.148463731299039
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia_A;s__Slackia_A sp900553775",0.183561066921251,0.119756246933496,0.193789116040088,0.220894938500017,0.27416696557266,0.181066913368833,0.116772906195623,0.143463725530248,0.210327194538951,0.168258316678393,0.565480838649984,0.341950751106923,0.139838700489975,0.214477075936622,0.227395120117336,0.220079991772027
"t__d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia;s__Slackia exigua",0.139307383158801,0.0634536102587618,0.190113638723131,0.112490940257415,0.896982907225432,0.590403870058797,0.122923908898496,0.169857302504779,0.14550863378334,0.0590834431590737,0.307269291307296,0.182393757240234,0.0646349505387858,0.0447337472517882,0.185570894232545,0.218315218573245
"t__d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella rava",0.0896906993219854,0.0530511892109976,0.183596584999447,0.10991568062992,0.204855382987796,0.219996289079052,0.0727292295473218,0.0688548740590409,0.047207443682444,0.0772147738978932,0.412906474814814,0.222622057746455,0.0534570290662787,0.173214873417798,0.107590330262766,0.139793527514934
"t__d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp000318095",0.131707267973752,0.0448163971162589,0.0739380994922986,0.104498364793946,0.385376638790593,0.359925430594988,0.0844796909531985,0.106047430646171,0.029645114827422,0.142850874559732,0.305373171054172,0.2271333934346,0.0143256113812089,0.107288192092051,0.0977930017269827,0.147679911962492
"t__d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp003639005",0.440669198714841,0.17445387010909,0.598213386311704,0.218257041101735,0.556315211189969,0.492689537059804,0.311878099117439,0.498205169484085,0.357270942663119,0.485293018339,0.431332332759268,0.36214715111495,0.334660163857157,0.3511314228128,0.452588827540135,0.404340358145006
"t__d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp003859795",0.245913437648253,0.0919979357426647,0.118403017853627,0.0886761833546081,0.372944651795422,0.3270578079759,0.157165552411303,0.10442537152267,0.179893616811301,0.127765623158081,0.42301908205982,0.158177661874215,0.076208884592993,0.0937060300552609,0.18235465955913,0.183180634427683
"t__d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp900541575",0.155799386580978,0.0752662984970267,0.0919503441168748,0.199787539821329,0.47870122478519,0.337355491208711,0.215663063239986,0.0715404399222508,0.0677300368342161,0.0967188895076109,0.497103530669114,0.29448586782314,0.0802718883396995,0.221464124326336,0.187763583082238,0.204773447250313
"t__d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella tannerae",0.178972674774172,0.140912028509556,0.215098292973936,0.140226888693976,0.664815474296631,0.315027323338306,0.274956157006235,0.16090444965991,0.217158662959127,0.149117923997632,0.362123861712074,0.362410677450839,0.0819576603778974,0.147129253227581,0.315747078530487,0.248437227167224
"t__d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella tannerae_B",0.100731152134554,0.0423692582297784,0.165396687211683,0.0395038040094188,0.3620039878466,0.373627493218991,0.132762561553822,0.0726830889850154,0.126028978430939,0.0423487775830157,0.201775923518395,0.302195047810229,0.0570914418349908,0.0584062818507898,0.253911100400343,0.155389038974571
"t__d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_E",0.077214879392939,0.143225226564511,0.122209894602384,0.097038159938535,0.587855929472995,0.285054262053015,0.125888064035666,0.0664804047524317,0.0798530306177871,0.277292969339282,0.3186137857819,0.154298737495011,0.118023948639673,0.112459557678601,0.230513431317934,0.186401485445511
"t__d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae",0.0854724237438578,0.192468527648907,0.194592242189923,0.209557168937442,0.300134216588155,0.431617416076802,0.148788088776361,0.105838389752376,0.186224994207533,0.247625556298435,0.331632702957382,0.218918235879473,0.0585079270014538,0.220892364506646,0.117659612118085,0.203328657778856
"t__d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides massiliensis_B",0.419986942943779,0.288186521310434,0.259693379592901,0.225301585004243,0.700943559313427,0.297677904446432,0.266733796619603,0.193954348289906,0.416041197701297,0.385461650749819,0.48882167219056,0.354293734141243,0.364542998034826,0.262996626959857,0.49051809616129,0.361010267563974
"t__d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides pyogenes",0.226183450312167,0.359851814224711,0.381155084718914,0.332123538123575,0.98567901755497,0.315279468786742,0.145645253684413,0.37643499468703,0.41960554942239,0.210481017411662,0.754319451799646,0.497910386041854,0.446896003731228,0.678302381727661,0.635343341977452,0.451014050280294
"t__d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Ga6A1",0.302624678752961,0.0804484910745841,0.125961004891216,0.13390537665681,0.28202997632473,0.398209035123233,0.167664402611308,0.195538542937412,0.163345941825096,0.1777434197176,0.513811698712159,0.237334656919871,0.15404284707252,0.188769613439543,0.221314291660512,0.222849598514637
"t__d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__HGM04593",0.0861556099115935,0.138150446334549,0.187872285242243,0.125085169331995,0.476905085928727,0.243930352098365,0.130862890289531,0.109397112305004,0.0789045586549566,0.16236616968294,0.224540765897,0.150808773462328,0.143278528750226,0.148509783205891,0.143324547503156,0.170006138573234
"t__d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__HGM04593;s__HGM04593 sp017467885",0.478103351873412,0.104893158471917,0.343267973261008,0.156835197600501,0.641099390177012,0.375855830610462,0.250304869571588,0.0976959209209738,0.157108963170357,0.147444019802172,0.28692551819874,0.5695634988708,0.112878459161247,0.316385565237989,0.708653170512089,0.316467659162684
"t__d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella aurantiaca",0.156634558638593,0.0960246016522326,0.283153672034245,0.143711000923788,0.299968625479239,0.301139067816133,0.134833040598947,0.0898383379937819,0.115812467439933,0.0376204964974655,0.276936122333254,0.111518798232631,0.0531909230833186,0.141628123005849,0.110027586579602,0.156802494820601
"t__d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella falsenii",0.475400575919211,0.139257638877748,0.204602845865071,0.155640602389802,0.665029715660794,0.51605055630435,0.210857497147834,0.301719980422845,0.368986925588412,0.289793250620969,0.585643730319152,0.343268784862891,0.236418817451799,0.337015245816225,0.504760967595584,0.355629808989513
"t__d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella koreensis",0.249573086994321,0.0804967529302747,0.271766392089198,0.0837206404501753,0.388420697513276,0.182243175514459,0.0984332736567037,0.144989169951947,0.289274981118953,0.189616125978857,0.457349642952218,0.23766318713528,0.0902665260225718,0.10854043316612,0.150856673387828,0.201547383924146
"t__d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella maculosa",0.156259093575479,0.0780326042364599,0.0892561829413943,0.223930844469402,0.436699970122517,0.210773217643004,0.117337266092725,0.0747371459450356,0.104509580870021,0.157756214886865,0.379513492997958,0.274820503382013,0.0647622843081039,0.138889152005231,0.185591402281576,0.179524597050519
"t__d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella micans",0.078288706743876,0.013047066651947,0.207925061581543,0.0352982206203795,0.481841524980956,0.155027350655357,0.0963028842896932,0.0621631434451406,0.0734488856249346,0.0139798483803647,0.414878807856075,0.0734410642920031,0.0263033445280792,0.0544993646174365,0.0683813805052345,0.123655110318201
"t__d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella nanceiensis",0.152483798832997,0.0271322201765138,0.0698468249955155,0.078803615742302,0.32038667256012,0.255941749415258,0.0661698977441519,0.13834007116955,0.112653713387667,0.0752639567356677,0.557100739256251,0.100536268181704,0.121309063312526,0.181433256968291,0.11792399013927,0.158355055907852
"t__d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella nigrescens",0.387810274367668,0.407657802768946,0.351535086948641,0.258514651441396,0.483518885687652,0.255590366979491,0.253425726075632,0.074346548329445,0.425963886665738,0.190489516267857,0.404841395715355,0.496581871853757,0.579955138211778,0.273266390300477,0.401814484542557,0.349687468410426
"t__d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella oris",0.110921318134849,0.0682967847761839,0.194331870126923,0.0611629533253085,0.400919060488106,0.497723267423513,0.111551120373729,0.0216267081379713,0.118727871856003,0.0349164265614406,0.352031178888847,0.206025448014919,0.0993194961121361,0.12614224118356,0.0688375534304551,0.164835553255596
"t__d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella oulorum",0.364548623123036,0.0685215542150895,0.29959611888496,0.089082962479638,0.446250093144733,0.483680495664644,0.174579932540993,0.219645986893003,0.185698395511644,0.193134065163494,0.4734807842704,0.251268700151323,0.171919923299798,0.176807722980197,0.20531228331868,0.253568509442776
"t__d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000257925",0.0960024370648761,0.050342780088372,0.113473427481085,0.0433433051107015,0.391980357955522,0.348085848904829,0.0664399041842226,0.0728651035141645,0.0450536647108691,0.0403549648980067,0.356710179775251,0.159721319706429,0.0783506085917086,0.10856653535098,0.122951331141935,0.139616117898597
"t__d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000436595",0.247855497705837,0.162646344364404,0.21058028765544,0.0965130021247197,0.376742284818769,0.394084823761283,0.13365897106421,0.176576089631157,0.120758023458181,0.0960249944392886,0.312831398480245,0.250133470953266,0.144160057450772,0.168954576387362,0.140013313466644,0.202102209050772
"t__d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000467895",0.30811634659733,0.124222922508045,0.161974892779977,0.15502442428435,0.688017751092522,0.404399174656082,0.274598990619957,0.147175673307355,0.0851178795777973,0.0691736760183917,0.365978991785655,0.436405249966231,0.129925692955142,0.287877712813406,0.106739163491876,0.249649902830274
"t__d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000688375",0.162631553977693,0.102617648410629,0.156257305774657,0.166072535775191,0.350743274346381,0.39590473158574,0.122506970605828,0.0759814053693257,0.0689826217571188,0.110042202990778,0.266477152816495,0.220674693989811,0.0377102168919046,0.18688611788572,0.0554831470850478,0.165264771950821
"t__d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002265625",0.167179392492372,0.122882791645815,0.257516027245346,0.220599860973814,0.441117386020429,0.24782054778748,0.208820906311084,0.149250074953158,0.176663026717255,0.110167821394155,0.344199931257549,0.490932992405992,0.080171428634976,0.259591802779043,0.18974732995611,0.231110754704972
"t__d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002353295",0.161823619952936,0.055361695845931,0.137623595893858,0.117103430842117,0.26667265380358,0.312845810175815,0.0694155887705916,0.0846896781388904,0.0643322709574867,0.120895642364209,0.152408509630959,0.0989475960837457,0.0333925713918921,0.129541351924796,0.194381940473628,0.133295730416696
"t__d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp003043925",0.160954196415973,0.108193419883643,0.186029008601964,0.131718679027954,0.345743320713957,0.223862805617506,0.182372775663714,0.110574828719886,0.124001818658859,0.123994252961215,0.28019618397453,0.132264888530518,0.0632520371313982,0.132829472080327,0.258289553591297,0.170951816104849
"t__d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp003043945",0.303166723587846,0.0330126135699045,0.197687311423726,0.0838112743540959,0.696438087178122,0.31586774883366,0.0774901437748782,0.103070393658781,0.115105686272979,0.139667316719336,0.51970378401445,0.272170566195389,0.106909533863045,0.231437068382278,0.152698997331658,0.223215816610677
"t__d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp003932845",0.257989416292606,0.231358930473242,0.216766621591831,0.155711218232587,0.463386059041179,0.39254242198036,0.471720179967823,0.102367511475118,0.620421479906923,0.245290610803834,0.824584038826397,0.425622744620806,0.166873838624087,0.41614638013831,0.134555102357807,0.341689103622194
"t__d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp017410365",0.319856235397427,0.120804221728277,0.369414227350315,0.341344195115606,0.770830955137659,0.367068399642154,0.170423992044802,0.115339618799965,0.110829209704742,0.362842167355877,0.818510142847008,0.255808545288423,0.198257172635575,0.19313053106931,0.215397063392661,0.315323778500653
"t__d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp017483185",0.200683371332714,0.179617429326974,0.236608305261429,0.26733812370943,0.542878244556321,0.427347748028534,0.229645558465003,0.241914737427714,0.253648421722984,0.281009846077759,0.340164574214975,0.751299904681653,0.246911753580258,0.242925486577455,0.276145230779733,0.314542582382862
