"bins","Freq"
"0",1
"[0,0.1]",54
"(0.1,0.2]",29
"(0.2,0.3]",18
"(0.3,0.4]",32
"(0.4,0.5]",27
"(0.5,0.6]",7
"(0.6,0.7]",3
"(0.7,0.8]",2
"(0.8,0.9]",0
"(0.9,1]",1
