"bins","Freq"
"0",0
"[0,0.1]",4687
"(0.1,0.2]",944
"(0.2,0.3]",116
"(0.3,0.4]",16
"(0.4,0.5]",4
"(0.5,0.6]",2
"(0.6,0.7]",1
"(0.7,0.8]",0
"(0.8,0.9]",0
"(0.9,1]",0
