"bins","Freq"
"0",63
"[0,0.1]",5939
"(0.1,0.2]",243
"(0.2,0.3]",17
"(0.3,0.4]",13
"(0.4,0.5]",3
"(0.5,0.6]",4
"(0.6,0.7]",1
"(0.7,0.8]",0
"(0.8,0.9]",0
"(0.9,1]",0
