"bins","Freq"
"0",1
"[0,0.1]",49
"(0.1,0.2]",16
"(0.2,0.3]",21
"(0.3,0.4]",19
"(0.4,0.5]",25
"(0.5,0.6]",22
"(0.6,0.7]",15
"(0.7,0.8]",4
"(0.8,0.9]",2
"(0.9,1]",0
