"bins","Freq"
"0",3
"[0,0.1]",742
"(0.1,0.2]",1021
"(0.2,0.3]",164
"(0.3,0.4]",48
"(0.4,0.5]",14
"(0.5,0.6]",6
"(0.6,0.7]",1
"(0.7,0.8]",0
"(0.8,0.9]",0
"(0.9,1]",0
