"bins","Freq"
"0",0
"[0,0.1]",19
"(0.1,0.2]",126
"(0.2,0.3]",261
"(0.3,0.4]",86
"(0.4,0.5]",17
"(0.5,0.6]",8
"(0.6,0.7]",1
"(0.7,0.8]",4
"(0.8,0.9]",0
"(0.9,1]",0
