"bins","Freq"
"0",0
"[0,0.1]",5289
"(0.1,0.2]",370
"(0.2,0.3]",65
"(0.3,0.4]",28
"(0.4,0.5]",12
"(0.5,0.6]",5
"(0.6,0.7]",1
"(0.7,0.8]",0
"(0.8,0.9]",0
"(0.9,1]",0
