"bins","Freq"
"0",29
"[0,0.1]",183
"(0.1,0.2]",86
"(0.2,0.3]",68
"(0.3,0.4]",62
"(0.4,0.5]",30
"(0.5,0.6]",12
"(0.6,0.7]",5
"(0.7,0.8]",3
"(0.8,0.9]",1
"(0.9,1]",0
