"bins","Freq"
"0",4
"[0,0.1]",95
"(0.1,0.2]",443
"(0.2,0.3]",341
"(0.3,0.4]",97
"(0.4,0.5]",20
"(0.5,0.6]",8
"(0.6,0.7]",1
"(0.7,0.8]",0
"(0.8,0.9]",0
"(0.9,1]",0
