"bins","Freq"
"0",0
"[0,0.1]",1120
"(0.1,0.2]",880
"(0.2,0.3]",326
"(0.3,0.4]",113
"(0.4,0.5]",55
"(0.5,0.6]",16
"(0.6,0.7]",5
"(0.7,0.8]",3
"(0.8,0.9]",1
"(0.9,1]",0
