"bins","Freq"
"0",25
"[0,0.1]",3274
"(0.1,0.2]",220
"(0.2,0.3]",81
"(0.3,0.4]",16
"(0.4,0.5]",10
"(0.5,0.6]",1
"(0.6,0.7]",1
"(0.7,0.8]",0
"(0.8,0.9]",0
"(0.9,1]",0
