"bins","Freq"
"0",756
"[0,0.1]",1199
"(0.1,0.2]",50
"(0.2,0.3]",6
"(0.3,0.4]",2
"(0.4,0.5]",7
"(0.5,0.6]",1
"(0.6,0.7]",2
"(0.7,0.8]",0
"(0.8,0.9]",1
"(0.9,1]",0
