"bins","Freq"
"0",0
"[0,0.1]",1485
"(0.1,0.2]",259
"(0.2,0.3]",40
"(0.3,0.4]",19
"(0.4,0.5]",7
"(0.5,0.6]",4
"(0.6,0.7]",1
"(0.7,0.8]",1
"(0.8,0.9]",0
"(0.9,1]",0
