"bins","Freq"
"0",0
"[0,0.1]",6529
"(0.1,0.2]",1844
"(0.2,0.3]",359
"(0.3,0.4]",73
"(0.4,0.5]",24
"(0.5,0.6]",16
"(0.6,0.7]",1
"(0.7,0.8]",1
"(0.8,0.9]",1
"(0.9,1]",0
