"bins","Freq"
"0",90
"[0,0.1]",13830
"(0.1,0.2]",126
"(0.2,0.3]",18
"(0.3,0.4]",3
"(0.4,0.5]",2
"(0.5,0.6]",3
"(0.6,0.7]",3
"(0.7,0.8]",0
"(0.8,0.9]",0
"(0.9,1]",0
