"bins","Freq"
"0",24
"[0,0.1]",8746
"(0.1,0.2]",80
"(0.2,0.3]",10
"(0.3,0.4]",4
"(0.4,0.5]",3
"(0.5,0.6]",2
"(0.6,0.7]",1
"(0.7,0.8]",2
"(0.8,0.9]",0
"(0.9,1]",0
