"bins","Freq"
"0",153
"[0,0.1]",8593
"(0.1,0.2]",171
"(0.2,0.3]",46
"(0.3,0.4]",21
"(0.4,0.5]",14
"(0.5,0.6]",3
"(0.6,0.7]",0
"(0.7,0.8]",0
"(0.8,0.9]",0
"(0.9,1]",0
