"bins","Freq"
"0",0
"[0,0.1]",7541
"(0.1,0.2]",1090
"(0.2,0.3]",155
"(0.3,0.4]",47
"(0.4,0.5]",6
"(0.5,0.6]",4
"(0.6,0.7]",2
"(0.7,0.8]",2
"(0.8,0.9]",1
"(0.9,1]",0
