"bins","Freq"
"0",10
"[0,0.1]",8736
"(0.1,0.2]",75
"(0.2,0.3]",24
"(0.3,0.4]",7
"(0.4,0.5]",1
"(0.5,0.6]",1
"(0.6,0.7]",2
"(0.7,0.8]",2
"(0.8,0.9]",0
"(0.9,1]",0
