"bins","Freq"
"0",0
"[0,0.1]",405
"(0.1,0.2]",468
"(0.2,0.3]",204
"(0.3,0.4]",94
"(0.4,0.5]",54
"(0.5,0.6]",29
"(0.6,0.7]",10
"(0.7,0.8]",2
"(0.8,0.9]",1
"(0.9,1]",1
