"bins","Freq"
"0",12667
"[0,0.1]",13964
"(0.1,0.2]",10
"(0.2,0.3]",5
"(0.3,0.4]",6
"(0.4,0.5]",0
"(0.5,0.6]",0
"(0.6,0.7]",0
"(0.7,0.8]",0
"(0.8,0.9]",0
"(0.9,1]",0
