"bins","Freq"
"0",4719
"[0,0.1]",5766
"(0.1,0.2]",8
"(0.2,0.3]",3
"(0.3,0.4]",0
"(0.4,0.5]",1
"(0.5,0.6]",0
"(0.6,0.7]",0
"(0.7,0.8]",0
"(0.8,0.9]",0
"(0.9,1]",0
