"bins","Freq"
"0",0
"[0,0.1]",0
"(0.1,0.2]",5
"(0.2,0.3]",10
"(0.3,0.4]",14
"(0.4,0.5]",13
"(0.5,0.6]",15
"(0.6,0.7]",9
"(0.7,0.8]",3
"(0.8,0.9]",2
"(0.9,1]",0
