"bins","Freq"
"0",0
"[0,0.1]",57
"(0.1,0.2]",442
"(0.2,0.3]",197
"(0.3,0.4]",57
"(0.4,0.5]",19
"(0.5,0.6]",3
"(0.6,0.7]",0
"(0.7,0.8]",0
"(0.8,0.9]",0
"(0.9,1]",0
