"bins","Freq"
"0",0
"[0,0.1]",0
"(0.1,0.2]",4
"(0.2,0.3]",9
"(0.3,0.4]",12
"(0.4,0.5]",15
"(0.5,0.6]",12
"(0.6,0.7]",12
"(0.7,0.8]",4
"(0.8,0.9]",3
"(0.9,1]",0
