"bins","Freq"
"0",0
"[0,0.1]",38
"(0.1,0.2]",470
"(0.2,0.3]",201
"(0.3,0.4]",44
"(0.4,0.5]",17
"(0.5,0.6]",1
"(0.6,0.7]",3
"(0.7,0.8]",1
"(0.8,0.9]",0
"(0.9,1]",0
